video_id,title,published_at,view_count,like_count,category_id,is_music,member_id,member_name,generation,unit
3XioGl51Pdg,당장 짐 풀어라,2026-02-06,132372,3072,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
bp4iBVjk_kg,유니츠구 정신 #스텔라이브 #유니 #stellive,2026-02-05,319604,5809,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
HhKb0CseRT0,야레야레 쇼가나이나 어이 온나 소코마데다 오레토 잇쇼니 오사케 노무까 아니에요!!,2026-02-03,299748,5225,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
e6-9vyUXids,세키상 힘내 ... 아니 이 셋키가?,2026-02-01,84028,2534,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
rRDhHlLmsYI,아까 유니한테 사과해! #스텔라이브 #유니 #stellive,2026-02-01,160576,3797,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
dVIv9PqQlzQ,【핫클립】두바이 쫀득 먹금하기 (......),2026-01-29,117268,2516,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
uNRoBMYWv1s,역대급 귀여운 유니 행동 top8 #스텔라이브 #유니 #stellive,2026-01-29,246938,10974,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
WgiHKh6I348,크롱~ 크롱크롱💚 #스텔라이브 #유니 #stellive #뽀로로,2026-01-28,112677,4907,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
yQ90kvNHQug,동의한다고 동의한다고 동의한다고 한다고 한다고 한다고 한다고 한다고 동의 동의 동의 동의 동의,2026-01-27,162071,3497,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
KZXkyoLxdwk,"소코마데다,, 아니라고!! #스텔라이브 #유니 #stellive",2026-01-27,131519,3618,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
omESmCsOkDY,유니 앙탈 챌린지 💜 #스텔라이브 #유니 #앙탈챌린지,2026-01-26,563534,14347,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
13ltKQha7yk,패작러 신고합니다.,2026-01-25,38325,1162,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
YBHlpKHMsMM,똔 피하쟈 ☠️☠️☠️ #스텔라이브 #유니 #stellive,2026-01-24,354924,7496,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
Mf5TxuO55Iw,자기 전에 에버리스 생각 많이 날 거야  #스텔라이브 #유니 #everys #에버리스,2026-01-22,63892,2612,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
652ywLGX0tI,사이좋게(?) 모여봐요 유니 3주년!,2026-01-21,76224,2235,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
VQVV7fpLiMg,이거 놔라 이거 놔 #스텔라이브 #유니,2026-01-19,110656,4332,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
3uyA-GBCzP0,유니 허벅지(?) 베개,2026-01-17,60515,1921,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
Z8mPTMqLhb8,무한 꾸꾸다스 #스텔라이브 #유니 #vtuber,2026-01-16,212931,7812,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
Nh2vZmjVvbM,【핫클립】유머니도 알게 된 르평,2026-01-14,52696,1772,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
kfu58tzuI6k,저 정유니 믿어주십쇼 제가 해내겠습니다,2026-01-12,52704,1655,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
nsvJbN8jvoU,발음 맞밸을 찾았다 #스텔라이브 #유니 #짜친대2 #롤,2026-01-10,91179,2527,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
OUbaVcKnhaY,몸 얘기한 거 아니었어?,2026-01-09,150932,2910,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
RRaWeNAdQ48,10년 계약 연장 😎 #스텔라이브 #유니 #3주년,2026-01-09,155055,5383,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
W9Br0nlRwl8,내 몸에서 나가!,2026-01-05,351659,5303,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
1_On3eH168o,뉴비 외노자를 찾은 고인물 외노자,2026-01-03,240867,6021,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
Dh2BQfsSWFs,너!!! 왜 유니 보내!!? #스텔라이브 #유니,2026-01-02,178360,6118,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
0ZV2-CtLDHg,2026년 유니의 목표! #스텔라이브 #stellive #유니 #강지,2026-01-01,62797,2625,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
J6kqac7GApY,이걸속네 후야,2026-01-01,36298,1308,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
pCVzXwgwC3M,선배 대접을 못 받는 이유 [스텔라이브 롤 내전],2025-12-31,73473,1897,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
CSiZ6h8aFFg,"""유니님 정신 차리세요""",2025-12-29,36233,1473,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
GcB6HH298hE,후야야 부자네?!?! #스텔라이브 #stellive #유니 #후야 #everys,2025-12-28,176905,4402,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
QyTRh8ojAMU,후드잡샷 챌린지💜 #스텔라이브 #stellive #유니 #후야,2025-12-27,568530,11711,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
A1FT8OfYMs4,【핫클립】아침부터 왜 그러냐고!,2025-12-27,46184,1766,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
9bgsgo0NsVc,유니 슈퍼 삐질게❤️‍🔥 #삐질게챌린지 #BBiJilGeChallenge #유니 #삐질게 #스텔라이브 #Stellive #아야츠노유니 #Ayatsuno_Yuni #ステライブ,2025-12-26,142009,7044,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
vPFzWl54pt0,참생활 「真生活」 (KAKASHI) - 아야츠노 유니 Cover,2025-12-25,209873,6745,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
kwfqq3wMXwo,스텔라이브 첫번째 단체 콘서트 STARTRAIL 후기💟,2025-12-25,59357,2502,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
dDKsrypvjvU,콘서트에서도 다같이~ 삐질게 💘 #삐질게챌린지 #BBiJilGeChallenge #유니 #삐질게 #스텔라이브 #Stellive #아야츠노유니 #Ayatsuno_Yuni #ステライブ,2025-12-24,642134,17712,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
NJBYx7Q3l8U,평생 사랑해 💜 #스텔라이브 #stellive #유니,2025-12-24,44207,2216,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
BJktOyHtImE,너가 먹는다고 했다?,2025-12-24,36405,1352,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
0ueEguW-Cww,푠 삐요 뵨 뿅 !!!!!!! #유니 #스텔라이브 #stellive,2025-12-23,130331,4684,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
VLY_9vuSiKQ,쌀숭이 컷 !!!!!!!,2025-12-19,43888,1246,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
8T7iQVEOGX8,이 유니콘이 게임을 끝내는 방법 💀💀💀 #유니 #스텔라이브 #stellive #lol #롤 #매드무비,2025-12-19,152172,3496,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
7qzF49S3UrI,유니 두배 이벤트! #유니 #스텔라이브 #stellive,2025-12-18,68138,3039,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
w9_tbpvzNnQ,유니랑 같이! 오~ 샹젤리제~🎶 Les Champs Élysées  #유니 #스텔라이브,2025-12-15,187859,7173,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
h3xKr0D9wfA,이 친구도 사람이 아니네,2025-12-13,115190,3145,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
lp0ma-tkuJk,빵빵하다 빵빵한 !!,2025-12-10,59807,2167,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
uTvR_uY3ovI,후야야 어때 재밌지??,2025-12-06,103626,2871,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
A913s9ra-ec,유니 또 유기해?!,2025-12-04,53064,1810,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
IfkGfGur0_o,퉤퉤퉤 츄르르르르릅 우마이!,2025-12-02,34002,1442,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
uhMdHcWe4mw,내 장난감 후야,2025-11-29,217399,5380,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
dJsGtItBUvg,다같이 삐질게! 삐~질 삐질🎵💘#삐질게챌린지 #BBiJilGeChallenge #유니 #삐질게 #스텔라이브 #Stellive #아야츠노유니 #Ayatsuno_Yuni #ステライブ,2025-11-28,340148,13297,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
mdWY-7bnACc,【핫클립】유니 꼬순내 맡아볼 사람?,2025-11-27,35302,1673,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
WhUqeTZTuDY,【MADTOWN】진짜… 결혼합니다 (!!),2025-11-25,19412,934,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
GKmFyrPNmeI,아르냥은 변태야!! 😥 #유니 #스텔라이브 #삐질게 #슈퍼삐질게하는법 #슈삐법,2025-11-25,123631,5911,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
RRQH0IEPYBc,아르냥아 바람피지 마 😊 #유니 #스텔라이브 #삐질게 #슈삐법 #슈퍼삐질게하는법,2025-11-25,105371,4702,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
iMQHf8U-EiU,신곡 발매 기념 무엇이든지 해드립니다 !!✨,2025-11-23,42250,2077,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
JR9PUKMkFGI,매끈매끈평평...? ✨ #매끈매끈 #매끈매끈하다,2025-11-22,620751,12371,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
EX5QDh7T8KU,이런 거 좋아한다며?,2025-11-21,26605,1267,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
-r6vN8cIerY,【MADTOWN】저… 잡히는 건가요?,2025-11-20,20571,996,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
B9uw6RD3IX0,【MADTOWN】멘탈 케어엔 결혼이라고 ??,2025-11-19,18339,960,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
bCbRkIfTMP8,쌈장삼겹살초장쌈장삼겹살초장,2025-11-18,83223,2385,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
JVFwDawt1Pg,【MADTOWN】이번엔 진짜다 !!,2025-11-17,24147,1210,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
QpjhLOsOTSY,상자가 있었다구...?,2025-11-15,39749,1401,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
dZS1rOoyjsI,유니 꼬순내 사탕 먹을 사람,2025-11-14,32947,1387,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
s70lbm22DII,공닥공닥 말랑말랑 달곰한 유니 미욘시 🤍,2025-11-13,63032,3080,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
IQbeBUIVmdw,아야츠노 유니 ( Ayatsuno Yuni ) | ‘삐질게 (BBiJilGe)’ Music Video,2025-11-12,768726,23629,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
a6-ImfAgNQk,아야츠노 유니 | ‘삐질게’ Teaser💟,2025-11-10,80981,4612,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
2NbQD9478KU,이럴려고 맛집 추천해줬지,2025-11-09,44000,1672,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
KVhwQ24Yw0s,【MADTOWN】이제 막 친해졌는데…,2025-11-08,35504,1392,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
jIfhoPC0IRA,[슈퍼삐질게하는법] - 하이라이트 메들리 공개 !,2025-11-07,73396,4203,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
jO_WaoB33gk,【핫클립】10월도 망한 린연시,2025-11-06,112598,3300,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
wz0UR6bH9is,【MADTOWN】재해의아이 매드타운에 등장 !!,2025-11-03,93496,3258,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
Jgs9EpIPkhQ,쌀먹의 신 (아님),2025-11-01,67612,2269,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
6sJlpPcz26U,바보라서 전쟁 낳음,2025-10-29,75044,2248,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
3QWtZjyKIE8,💜 유니랑 THUMB DANCE CHALLENGE 👍💜 #스텔라이브 #유니 #ThumbChallenge,2025-10-28,384622,8559,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
pF8p1l4Yja4,영화만 보러 가는 거 맞지?,2025-10-27,109841,3020,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
gt8B8MXdR8M,나너나너나나너너나너너너너!!!!!!!,2025-10-25,66899,2319,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
qppDVCbDhkU,유니 후야 예뽀예뽀? PPPP 🔫💜 #유니 #후야 #스텔라이브 #에버리스 #PPPP #memes #vtuber,2025-10-24,652649,18216,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
ZHLLrZKiQyw,타요타요 팬다,2025-10-23,117530,2943,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
Krx33Fc-3sc,골반이 안 멈추는데 어떡해 T.T #스텔라이브 #유니 #버튜버 #vtuber #ライラック,2025-10-22,124231,4307,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
3qc71zHBQgA,오른쪽이 브레이크였나?,2025-10-21,55316,1799,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
WQ18NJleA04,후배들 기강 잡겠습니다,2025-10-19,48111,1722,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
1t5j_4XpsRE,후야는 유니 건데 내가 먼저 좋아했는데 아 린도 유니 건데 질투나 질투나 질투나 질투나 질투나 질투나 질투나 질투나 질투나 질투나,2025-10-16,155296,3776,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
t09H9NALbxY,분내나던 그 시절,2025-10-14,110849,3389,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
_sQxs5gThbk,취소 신청 하지마 😥 !!!  #스텔라이브 #아야츠노유니 #vtuber #버튜버 #ライラック #유니  #stellive #한끼통살,2025-10-13,291550,9398,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
aJNcuSeT4m0,후야와 큰 머리 바쿠(?),2025-10-12,93319,2841,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
SBEEQWVtjP8,MZ 유니콘 알바생 등장 - [오니기리 샵 시뮬레이터],2025-10-10,38991,1354,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
kH_O6CaDUdg,사장님과 첫 디코 공개...!,2025-10-08,60397,2135,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
Uk5YdBm4MYE,유니가 부른 [용한소녀] 오프닝 🎶 #vtuber #스텔라이브 #버튜버 #유니 #ライラック #stellive  #용한소녀 #라프텔,2025-10-07,75419,2748,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
9axBjp4mqrE,개성공 린연시 + 합숙썰 총집합 !!!,2025-10-06,175446,4228,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
3uGxj11rJAA,이게 요즘 유행이라던데 ?,2025-10-05,120308,2925,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
WCSXfvFrkiA,구라가 일상인 유니콘,2025-10-04,66057,2081,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
t1B4N5W_FkE,개망한 린연시,2025-10-03,321792,6792,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
ZcEnkAPeR3g,【핫클립】테토녀식 주사 맞기,2025-10-02,41905,1540,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
zam2fYaVEBY,에버리스 [EVERYS] 첫 합방 💜,2025-09-30,84053,2853,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
3l9Ol5_Y7rI,히나의 목욕 루틴 ?!,2025-09-28,96168,3054,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
bU0IZM6T6EQ,숨 막힌 10분,2025-09-26,97057,2489,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
c8XATswW4kg,제발 비틱하게 해주세요..!,2025-09-24,95745,1991,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
YD2uuXpgwz8,"흐흐흐,,, 미츠케타,,,",2025-09-22,47105,1586,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
XfoybycpuxU,12번째 여자친구 생겼습니다...,2025-09-20,29300,1168,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
oOn5cGRpVNw,외국인이 치킨 먹는 방법 #스텔라이브 #vtuber #버튜버 #유니 #shorts,2025-09-19,195005,5682,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
DeXGjW0baLo,Lilac 「ライラック」 (Mrs. GREEN APPLE) - 아야츠노 유니 Cover,2025-09-18,810944,12810,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
oCT8DLtfcTc,이번달 제일 브끄러운 사건,2025-09-16,55373,1884,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
wRi-hAU_8iY,【핫클립】내가 봐서 아는데 이건 진짜 아님,2025-09-13,78159,2561,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
Z-jNUZWukk0,유니보다 남자야?!,2025-09-11,45460,1581,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
RJ4DNI4-iR0,스텔 마리오카트 후배 괴롭히기,2025-09-08,34055,1386,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
ZNJWGV4rdL4,어떤 유니가 더 좋아? #vtuber #初音ミク #重音テト,2025-09-06,256521,6918,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
Yyfz_u_ix5E,사장님한테는 비밀,2025-09-05,62880,2006,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
ceuirOT0Mts,무지성 댄스 챌린지 #vtuber #무지성댄스 #무지성댄스증후군,2025-09-02,446648,12691,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
j1IPmUF6L14,어서오세요 유니의 숲 #vtuber #스텔라이브 #동물의숲,2025-09-01,192701,6260,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
7yGRlVTGCBs,밴 유도하는방(?),2025-08-31,119682,2611,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
ZMyyRNb4-W4,너 ai 아니라 아르냥이지,2025-08-28,29714,1203,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
ccV2NisWulY,귀엽고 시원한 신의상 공개!,2025-08-25,64922,2258,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
LShC8GQkEq0,뜻 모르는 친구의 ㅈ까루송 [실친 합방],2025-08-22,112439,2938,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
j1l5o1vEWDQ,유나락 죄수번호2744,2025-08-19,54442,1476,20,False,ayatsuno_yuni,아야츠노 유니,1,Everys
blOquImdFXU,나 천재 아니었어? #vtuber #스텔라이브 #我不是天才吗,2025-08-16,349691,7167,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
If1cVtIYBe8,새벽에 급히 매니저를 부른 이유,2025-08-14,80481,2099,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
KY3qqn8Mml0,시청자 인스타 보고 질투,2025-08-12,103097,2518,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
Zl6071Ey1RE,유니 VS 샌즈 애니메이션 [언더테일] #vtuber #샌즈 #언더테일,2025-08-12,276212,8229,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
a1uJCNBApZI,유니 VS 샌즈 애니메이션 [언더테일],2025-08-11,174044,8884,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
yWhQfzt7axA,코코넛 = 뗀석기,2025-08-07,49238,1606,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
SeCADqM-WTM,김치 오차즈케가 낯선 유니콘 #vtuber #스텔라이브 #유니,2025-08-05,401469,10682,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
W5Hyi-qN1zw,귀화시험이 아니라 나락퀴즈쇼 아님?,2025-08-03,350874,6141,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
qUKbkR_vU2I,사장님이 생각나는 진실의 방,2025-07-31,40432,1274,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
aUft3Lk9Tm8,머리가 크면 몸이 고생한다,2025-07-27,83633,2121,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
guWnCGGHAz8,츄르나 가져오십쇼 유니콘,2025-07-25,114077,2841,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
0H-r0MWGAJk,너무 감동적이야ㅠㅠ #vtuber #스텔라이브 #버튜버,2025-07-23,376474,10148,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
q0CTeev30XE,"""포켓몬 가능""",2025-07-22,71533,1792,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
rC8hQochhyY,외노자가 살아가는 방법,2025-07-18,180265,3860,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
7UUr4pdrc38,방송에서 남동생 취향 공개해버리기,2025-07-16,189547,4072,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
hcxZQzbEj7o,답장 아직일까💦❓아저씨 구문😁❗️ #스텔라이브 #おじさん構文 #아저씨구문,2025-07-14,309202,6686,10,True,ayatsuno_yuni,아야츠노 유니,1,Everys
epf_9GZAQa8,사장님 솔직히 궁금하지?!,2025-07-11,50893,1526,20,False,ayatsuno_yuni,아야츠노 유니,1,Everys
2nAhDePLB6c,뒤에서도 1등 했으니까 연승 맞지?,2025-07-08,35488,1211,20,False,ayatsuno_yuni,아야츠노 유니,1,Everys
cFDWzccdDc0,머릿속이 어떻게 되어있는거야!!,2025-07-06,357845,6300,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
pFRvQKpMVdo,이벤트로 쿠폰 받았는데 1초만에 도둑맞음ㅋㅋ,2025-07-04,67529,1746,20,False,ayatsuno_yuni,아야츠노 유니,1,Everys
AEAnikRlnhc,젓가락질 때문에 우는 사람이 어딨어ㅋㅋ,2025-06-30,66577,2163,22,False,ayatsuno_yuni,아야츠노 유니,1,Everys
